items_title,items_dcCreator,items_dataProvider,items_type,items_country,items_id,items_edmTimespanLabelLangAware_def,items_edmPreview
"Museum Louvre, Mona Lisa als Ziel für Amateurfotografen aus allen Ländern, die in langer Schlange vor dem Bild warten","Gerig, Uwe (Fotograf)",Deutsche Fotothek,IMAGE,germany,/2048409/item_I6SMQIKEHW653BZXBZBINVQ6LVD7HY2M,2005,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf%2Fge%2F0005000%2Fdf_ge_0005562.jpg&size=LARGE&type=IMAGE
"Museum Louvre, Besucher fotografieren vor dem Bild der Mona Lisa","Gerig, Uwe (Fotograf)",Deutsche Fotothek,IMAGE,germany,/2048419/item_OPLRCRD7N4KU2NGZIZ56DNUNTKY2LVP5,2005,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf%2Fge%2F0005000%2Fdf_ge_0005555.jpg&size=LARGE&type=IMAGE
"Museum Louvre, Mona Lisa hinter Panzerglas, im Visir von Digitalfotografen","Gerig, Uwe (Fotograf)",Deutsche Fotothek,IMAGE,germany,/2048410/item_LG26KH6BU3JZBNLKDLK5WNR7ZXF7AWJ2,2005,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf%2Fge%2F0005000%2Fdf_ge_0005559.jpg&size=LARGE&type=IMAGE
"Museum Louvre, Mona Lisa als Ziel für Digitalfoto-Amateure","Gerig, Uwe (Fotograf)",Deutsche Fotothek,IMAGE,germany,/2048410/item_IMZTQ2QDKR5U6QGAPDT6V4HPAO7WBWCP,2005,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf%2Fge%2F0005000%2Fdf_ge_0005563.jpg&size=LARGE&type=IMAGE
Mona Lisa - 2000,"Jansong, Joachim",Deutsche Fotothek,IMAGE,germany,/2048408/item_KYHBJXWNWCRNAI4TVYOLF2B5UHI3I4D7,1977,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf%2Fhauptkatalog%2F0190000%2Fdf_hauptkatalog_0190407.jpg&size=LARGE&type=IMAGE
Leonardo da Vinci. Mona Lisa,"Photographer unknown Da Vinci, Leonardo (original work) http://data.europeana.eu/agent/base/146741",KU Leuven,IMAGE,belgium,/2024903/photography_ProvidedCHO_KU_Leuven_009111378,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fresolver.libis.be%2F2222438%2Fstream&size=LARGE&type=IMAGE
"Pair of shoes, Gucci, Italy, 1960s.   ",Gucci,Victoria and Albert Museum,IMAGE,united kingdom,/2048213/item_O320051,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmedia.vam.ac.uk%2Fmedia%2Fthira%2Fcollection_images%2F2014GW%2F2014GW1915_jpg_l.jpg&size=LARGE&type=IMAGE
"Leather bag with bamboo handle, strap and cover, Gucci, Italy, ca. 1969. Bag of green leather with a bamboo handle, and green strap and cover. Top-handle bag with a bamboo handle, gilt turn-lock fastenings, and inset green and red striped grosgrain strips. Leather with a bamboo handle, gilt fastenings, and striped grosgrain strips. ",Gucci (Designer),Victoria and Albert Museum,IMAGE,united kingdom,/2048213/item_O1172181,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Frepos.europeanafashion.eu%2Fext2%2FVictoria%2520and%2520Albert%2520Museum%2Fba%2Fba446dfebc74120065b88b4b07a99753.jpg&size=LARGE&type=IMAGE
News through objective lens Cronaca con l'obiettivo SERIES TITLE: Horizon film magazine Orizzonte cinematografico,,LUCE,VIDEO,italy,/2051933/data_euscreenXL_EUS_1D31C0C11CCD79222CA311889522279D,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fimages3.noterik.com%2Fdomain%2Feuscreenxl%2Fuser%2Feu_luce%2Fvideo%2FEUS_1D31C0C11CCD79222CA311889522279D%2Fimage.jpg&size=LARGE&type=VIDEO
"Postřehy odjinud - Itálie očima Milana Fridricha - Florencie, perla renesance",,ČT,VIDEO,czech republic,/2051945/data_euscreenXL_http___www_ceskatelevize_cz_ivysilani_1061958448_postrehy_odjinud_403235100051008_italie_ocima_milana_fridricha_florencie_perla_renesance_,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fimg.ceskatelevize.cz%2Fprogram%2Fporady%2F1061958448%2Ffoto%2Funi_403235100051008.jpg&size=LARGE&type=VIDEO
Minuta v muzeu - Nejslavnější obraz Leonarda da Vinciho Mona Lisa,,ČT,VIDEO,czech republic,/2051945/data_euscreenXL_http___www_ceskatelevize_cz_ivysilani_10175381991_minuta_v_muzeu_208552117270033_nejslavnejsi_obraz_leonarda_da_vinciho_mona_lisa_,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fimg.ceskatelevize.cz%2Fivysilani%2Fepisodes%2Fphotos%2Fw512%2F10175381991%2F124194.jpg&size=LARGE&type=VIDEO
Prizma,,ČT,VIDEO,czech republic,/2051945/data_euscreenXL_http___www_ceskatelevize_cz_ivysilani_10095523948_prizma_211411058100023_,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fimg.ceskatelevize.cz%2Fprogram%2Fporady%2F10095523948%2Ffoto%2Funi.jpg&size=LARGE&type=VIDEO
Divendres: Origens catalans de la Mona Lisa,,TV3 Televisió de Catalunya (TVC),VIDEO,spain,/2051922/data_euscreenXL_4282073,21..,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fstatics.ccma.cat%2Fmultimedia%2Fjpg%2F3%2F4%2F1349886400243.jpg&size=LARGE&type=VIDEO
Buscant el rastre de la Mona Lisa,,TV3 Televisió de Catalunya (TVC),VIDEO,spain,/2051922/data_euscreenXL_4270890,21..,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fstatics.ccma.cat%2Fmultimedia%2Fjpg%2F0%2F1%2F1349275503810.jpg&size=LARGE&type=VIDEO
Els matins: Noves revelacions sobre la Gioconda: Està inspirada en l'amant de Da Vinci,,TV3 Televisió de Catalunya (TVC),VIDEO,spain,/2051922/data_euscreenXL_3359890,2011,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fstatics.ccma.cat%2Fmultimedia%2Fjpg%2F4%2F0%2F1297171795804.jpg&size=LARGE&type=VIDEO
Muzeum Sztuk Pięknych w Warszawie. Galeria w Domu Neprosa przy ul. Wierzbowej 11 - fragment ekspozycji malarstwa włoskiego,,Muzeum Narodowe w Warszawie,IMAGE,poland,/094041/_nntrWvZ,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fcyfrowe.mnw.art.pl%2FContent%2F2591%2Fdi61382.jpg&size=LARGE&type=IMAGE
"""Lionardo da Vinci. Portrait de Mona Lisa (La Joconde)"" [""Portret Mony Lizy"", obraz Leonarda da Vinci (olej, 1503-1505) z kolekcji Muzeum Luwru]; 
fotografia z serii: ""La Galerie de tableaux du musée impérial du Louvre à Paris. Photographies d'après les tableaux originaux...""",,Muzeum Narodowe w Warszawie,IMAGE,poland,/094041/_nntr6sf,19..,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fcyfrowe.mnw.art.pl%2FContent%2F2459%2Fdi56783.jpg&size=LARGE&type=IMAGE
Mona Lisa w sleepingu,"Janisch, Jerzy (1901-1962)",Muzeum Narodowe w Warszawie,IMAGE,poland,/094041/_nn0Wq58,1939,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fcyfrowe.mnw.art.pl%2FContent%2F34809%2Frysw190.jpg&size=LARGE&type=IMAGE
tableau ; PORTRAIT DE MONA LISA (1479-1528) ; DITE LA JOCONDE,,"Ministère de la culture et de la communication, Musées de France",IMAGE,france,/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_000PE025604,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fjoconde%2F0372%2Fm503604_00-010164_p.jpg&size=LARGE&type=IMAGE
A Nap-kelte sztárszínpadán a Mona Lisa együttes,,NAVA,VIDEO,hungary,/2051912/data_euscreenXL_81106,21..,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fkeyframe.nava.hu%2Fallframe%2F2006%2F04%2F02%2Fm1-3026%2Fm1-3026-00454500.jpg&size=LARGE&type=VIDEO
Oslo: Utstillingen Kvinnens Verden 17. mai. 1956 · Filmavisen 1956,,NRK,VIDEO,norway,/2051944/data_euscreenXL_5002237,20..,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=https%3A%2F%2Fgfx.nrk.no%2FPbU3ihJjSY-KH_VEQG0cYwczA9cIakUTmkdaTe-KOCJg&size=LARGE&type=VIDEO
Divulgação da Arquitectura Promoting Arquitecture As Pedras e o Homem Clip title:  SERIES TITLE: Stones and Man Season:1 Episode:1,,RTP,VIDEO,portugal,/2051938/data_euscreenXL_EUS_B1F792BB888A704E5180AD9BEAA05033,20..,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fimages3.noterik.com%2Fdomain%2Feuscreenxl%2Fuser%2Feu_rtp%2Fvideo%2FEUS_B1F792BB888A704E5180AD9BEAA05033%2Fimage.jpg&size=LARGE&type=VIDEO
Neil Jordan Plays Guitar Clip title: Neil Jordan Plays Guitar in Opening Sequence SERIES TITLE: Anthology Anthology,,RTÉ,VIDEO,ireland,/2051925/data_euscreenXL_EUS_2C797A617EDB05DA67759D44B125535C,1970,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fimages3.noterik.com%2Fdomain%2Feuscreenxl%2Fuser%2Feu_rte%2Fvideo%2FEUS_2C797A617EDB05DA67759D44B125535C%2Fshots%2F1%2Fh%2F0%2Fm%2F0%2Fsec30.jpg&size=LARGE&type=VIDEO
Qui est vraiment Mona Lisa ?,,RTBF,VIDEO,belgium,/2051911/data_euscreenXL_1844755,2013,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fds1.ds.static.rtbf.be%2F%2Fmedia%2Fvideo%2Fthumbnails%2F184%2F475%2F5%2F9e5e93f8d8d49400074ce5a520d41d7c%2F%2Fmedium.jpg&size=LARGE&type=VIDEO
Qui est vraiment Mona Lisa ?,,RTBF,VIDEO,belgium,/2051911/data_euscreenXL_1844728,2013,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fds1.ds.static.rtbf.be%2F%2Fmedia%2Fvideo%2Fthumbnails%2F184%2F472%2F8%2Fe3744ecd0926f37929b0333ffc2eb23f%2F%2Fmedium.jpg&size=LARGE&type=VIDEO
Une copie de la Joconde à Madrid - Mona Lisa plus jeune et plus souriante: une toile de Léonard de Vinci a été découverte dans les réserves du Prado.,,RTBF,VIDEO,belgium,/2051911/data_euscreenXL_1605033,21..,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fds1.ds.static.rtbf.be%2F%2Fmedia%2Fvideo%2Fthumbnails%2F160%2F503%2F3%2F63f12ee0d64223de4dc1cf598ae0622b%2F%2Fmedium.jpg&size=LARGE&type=VIDEO
Krysset mellom Kaibakken og Storgata på Kirkelandet i Kristiansund,,Stiftelsen Nordmøre Museum,IMAGE,norway,/2022608/SNM_KMb_1992_020_0002,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmm.dimu.no%2Fimage%2F032wazo67oXv%3Fdimension%3D800x800&size=LARGE&type=IMAGE
Retrato de Mona Lisa,"Laurent, J. (1816-1886)",Instituto del Patrimonio Cultural de España,IMAGE,spain,/2022709/oai_fototeca_mcu_es_fototeca_RUIZ_20VERNACCI_VN_01988,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.mcu.es%2Ffototeca_patrimonio%2FVisor%3FusarVisorMCU%3Dfalse%26archivo%3DRUIZ%2520VERNACCI%2Fpreview%2FVN-01988_P.jpg&size=LARGE&type=IMAGE
"Padi seeriast ""Pehmed sõnumid""",,Eesti Tarbekunsti- ja Disainimuuseum,IMAGE,estonia,/2048044/Athena_Plus_ProvidedCHO_Eesti_Tarbekunsti__ja_Disainimuuseum_351907,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.muis.ee%2FOAIService%2FImageServlet%3Fthumb%3Dfalse%26id%3D1092909&size=LARGE&type=IMAGE
Du dummer kleiner Korporal,,Gesellschaft für Historische Tonträger; Austria,SOUND,europe,/2023601/oai_eu_dismarc_GHT_001_P13019A25095,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F002_719_a.jpg&size=LARGE&type=SOUND
"Warum lächelst du, Mona Lisa?",,Gesellschaft für Historische Tonträger; Austria,SOUND,europe,/2023601/oai_eu_dismarc_GHT_001_P13019A25096,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F002_719_b.jpg&size=LARGE&type=SOUND
Duett Mona Lisa-Giovanni,,Gesellschaft für Historische Tonträger; Austria,SOUND,europe,/2023601/oai_eu_dismarc_GHT_001_0P8830A17021,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_8904_b.jpg&size=LARGE&type=SOUND
Duett Mona Lisa-Giovanni,,Gesellschaft für Historische Tonträger; Austria,SOUND,europe,/2023601/oai_eu_dismarc_GHT_001_0P8830A17020,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_8904_a.jpg&size=LARGE&type=SOUND
"Warum lächelst du, Mona Lisa?",,Gesellschaft für Historische Tonträger; Austria,SOUND,europe,/2023601/oai_eu_dismarc_GHT_001_0P6111A11884,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_6180_b.jpg&size=LARGE&type=SOUND
"Du dummer, kleiner Korporal",,Gesellschaft für Historische Tonträger; Austria,SOUND,europe,/2023601/oai_eu_dismarc_GHT_001_0P6111A11883,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_6180_a.jpg&size=LARGE&type=SOUND
"Warum lächelst du, Mona Lisa?",,Gesellschaft für Historische Tonträger; Austria,SOUND,europe,/2023601/oai_eu_dismarc_GHT_001_0P5968A11616,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_6037_a.jpg&size=LARGE&type=SOUND
"Du dummer, kleiner Korporal",,Gesellschaft für Historische Tonträger; Austria,SOUND,europe,/2023601/oai_eu_dismarc_GHT_001_0P5968A11617,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_6037_b.jpg&size=LARGE&type=SOUND
Du dummer kleiner Korporal,,Gesellschaft für Historische Tonträger; Austria,SOUND,europe,/2023601/oai_eu_dismarc_GHT_001_0P5541A10781,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_5608_b.jpg&size=LARGE&type=SOUND
"Warum lächelst du, Mona Lisa?",,Gesellschaft für Historische Tonträger; Austria,SOUND,europe,/2023601/oai_eu_dismarc_GHT_001_0P5541A10780,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_5608_a.jpg&size=LARGE&type=SOUND
"Mona Lisa Gioconda, Op.29 (Różycki, Ludomir)","http://imslp.org/wiki/Category:Różycki,_Ludomir",IMSLP/Petrucci Music Library,TEXT,netherlands,/2059210/data_sounds_http___imslp_org_wiki_Mona_Lisa_Gioconda__Op_29__R__ycki__Ludomir_,1911,
kvinnoporträtt,"Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_659547,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938455%2F5105_2013_6.jpg&size=LARGE&type=IMAGE
kvinnoporträtt,"Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_659544,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938445%2F5104_2013_16.jpg&size=LARGE&type=IMAGE
kvinnoporträtt,"Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_659541,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938435%2F5103_2013_5.jpg&size=LARGE&type=IMAGE
kvinnoporträtt,"Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_659539,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938425%2F5102_2013_3.jpg&size=LARGE&type=IMAGE
kvinnoporträtt,"Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_659536,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938415%2F5101_2013_4.jpg&size=LARGE&type=IMAGE
kvinnoporträtt,"Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_659532,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938405%2F5100_2013_3.jpg&size=LARGE&type=IMAGE
"kvinnoporträtt, grupporträtt","Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_659528,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938395%2F5099_2013_2.jpg&size=LARGE&type=IMAGE
kvinnoporträtt,"Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_659523,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938385%2F5098_2013_2.jpg&size=LARGE&type=IMAGE
"kvinnoporträtt, mansporträtt, grupporträtt","Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_659497,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938375%2F5097_2013_2.jpg&size=LARGE&type=IMAGE
"grupporträtt, kvinnoporträtt","Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_659337,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938365%2F5096_2013_2.jpg&size=LARGE&type=IMAGE
"kvinnoporträtt, grupporträtt","Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_657350,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938345%2F5094_2013_2.jpg&size=LARGE&type=IMAGE
kvinnoporträtt,"Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_657352,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938355%2F5095_2013_2.jpg&size=LARGE&type=IMAGE
kvinnoporträtt,"Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_657346,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938335%2F5093_2013_1.jpg&size=LARGE&type=IMAGE
"grupporträtt, kvinnoporträtt","Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_657343,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938325%2F5092_2013_1.jpg&size=LARGE&type=IMAGE
"grupporträtt, kvinnoporträtt","Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_657341,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938315%2F5091_2013_1.jpg&size=LARGE&type=IMAGE
kvinnoporträtt,"Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_657339,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938305%2F5090_2013_1.jpg&size=LARGE&type=IMAGE
"grupporträtt, kvinnoporträtt","Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_657336,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938295%2F5089_2013_1.jpg&size=LARGE&type=IMAGE
kvinnoporträtt,"Kallos, Lisa","Kulturmagasinet, Helsingborgs museer",IMAGE,sweden,/916116/HeM_delfotografi_657334,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938285%2F5088_2013_1.jpg&size=LARGE&type=IMAGE
Vol de la Joconde,MAURICE-LOUIS BRANGER (1874-1950),Parisienne de Photographie,IMAGE,france,/2024913/photography_ProvidedCHO_Parisienne_de_Photographie_72467_24,1911,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Feuropeana.parisiennedephotographie.fr%2FSSEU%2FFiles%2Fd3d8e784f76d49ac58ba4a7c3663a281635c83709fdbdc96d705f4ea39462ff5&size=LARGE&type=IMAGE
La Joconde,MAURICE-LOUIS BRANGER (1874-1950),Parisienne de Photographie,IMAGE,france,/2024913/photography_ProvidedCHO_Parisienne_de_Photographie_72467_23,1911,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Feuropeana.parisiennedephotographie.fr%2FSSEU%2FFiles%2F9fdd6afd5d9ecacd7f3f53cdffbd507934f8c3fcec91fbdc5a83d3f14c0b8b71&size=LARGE&type=IMAGE
"Roma, Galleria Corsini - La Gioconda, copia da un quadro di Leonardo da Vinci","Brogi, Carlo ",Museum für Kunst und Gewerbe Hamburg,IMAGE,germany,/2048429/item_HJ2GR3EKRXTCJUQPXVVCY7SGLYL44PEZ,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fdigicult-web.digicult-verbund.de%2Fentity-resources%2Fimages%2Fdigicult-web-mkg%2F1%2FP2011.14.jpg&size=LARGE&type=IMAGE
The Whybirds Live at Danny's Bar on 2012-02-03 2012-02-03 - Danny's Bar 2012-02-03 - Danny's Bar,The Whybirds,Internet Archive,SOUND,netherlands,/2059210/data_sounds_whybirds2012_02_03_cmc2,2012,
The Whybirds Live at The Troubadour on 2010-07-16 2010-07-16 - The Troubadour,The Whybirds,Internet Archive,SOUND,netherlands,/2059210/data_sounds_whybirds2010_07_16_cmc2,2010,
The Whybirds Live at The Barfly on 2010-01-31 2010-01-31 - The Barfly,The Whybirds,Internet Archive,SOUND,netherlands,/2059210/data_sounds_whybirds2010_01_31_cmc2,2010,
The Whybirds Live at The Garage on 2009-11-07 2009-11-07 The Garage,The Whybirds,Internet Archive,SOUND,netherlands,/2059210/data_sounds_whybirds2009_11_07_cmc2,21..,
The Whybirds Live at Water Rats on 2009-07-25 2009-07-25 - Water Rats,The Whybirds,Internet Archive,SOUND,netherlands,/2059210/data_sounds_whybirds2009_07_25_at933,21..,
The Whybirds Live at South Of The Border on 2009-02-19 2009-02-19 - South Of The Border,The Whybirds,Internet Archive,SOUND,netherlands,/2059210/data_sounds_whybirds2009_02_19_at933_flac16,21..,
Mother Hips Live at The Coach House on 2010-04-10 2010-04-10 - The Coach House 2010-04-10 - The Coach House,Mother Hips,Internet Archive,SOUND,netherlands,/2059210/data_sounds_mh2010_04_10_matrix,2010,
Guster Live at Wellmont Theatre on 2011-11-25 2011-11-25 - Wellmont Theatre,Guster http://data.europeana.eu/agent/base/148438,Internet Archive,SOUND,netherlands,/2059210/data_sounds_guster2011_11_25_km201_flac24,21..,
"Guster Live at University of Rochester on 2007-10-05 2007-10-05 University of Rochester Rochester, NY",Guster http://data.europeana.eu/agent/base/148438,Internet Archive,SOUND,netherlands,/2059210/data_sounds_guster2007_10_05_flac16,21..,
Guster Live at Viv's House on 2000-07-02 2000-07-02 - Viv's House 2000-07-02 - Viv's House,Guster http://data.europeana.eu/agent/base/148438,Internet Archive,SOUND,netherlands,/2059210/data_sounds_guster2000_07_02_shnf,2000,
Guster Live at College of the Holy Cross on 1997-12-08 1997-12-08 - College of the Holy Cross 1997-12-08 - College of the Holy Cross,Guster http://data.europeana.eu/agent/base/148438,Internet Archive,SOUND,netherlands,/2059210/data_sounds_guster1997_12_08_flac16,1997,
Guster Live at Clutch Cargo's on 2003-03-27 2003-03-27 - Clutch Cargo's,Guster http://data.europeana.eu/agent/base/148438,Internet Archive,SOUND,netherlands,/2059210/data_sounds_gus2003_03_27_c1000_shnf,21..,
Guster Live at Orpheum Theatre on 2002-12-05 2002-12-05 - Orpheum Theatre 2002-12-05 - Orpheum Theatre,Guster http://data.europeana.eu/agent/base/148438,Internet Archive,SOUND,netherlands,/2059210/data_sounds_gus2002_12_05_at853_shnf,2002,
Guster Live at Princeton University on 1997-10-04 1997-10-04 - Princeton University 1997-10-04 - Princeton University,Guster http://data.europeana.eu/agent/base/148438,Internet Archive,SOUND,netherlands,/2059210/data_sounds_gus1997_10_04_shnf,1997,
Greenstreet Live at Stadium on 2002-11-22 2002-11-22 - Stadium 2002-11-22 - Stadium,Greenstreet,Internet Archive,SOUND,netherlands,/2059210/data_sounds_greenstreet2002_11_22_shnf,2002,
